HHID,HHID_old,resp_iid,spouse_iid,muslim,age_2018,sex,New_edu,wealth_total,CropFailRecent,RiverErodeRecent,KinDispRecent,BusLossRecent,NeighDispRecent,UnemployRecent,NatDisRecent,SmDebtRecent,LgDebtRecent,SickSelfRecent,SickFamRecent,netsize,mutual,mutual_prop,long,long_prop,local,local_prop,support_in,support_in_prop,support_out,support_out_prop,
HH308,HHQ308,IND2305,HUS047,1,30,0,5,364125,1,0,1,0,1,0,0,0,0,1,1,6,2,0.333333333,0,0,4,0.666666667,3,0.5,2,0.333333333,
HH309,HHQ309,IND2312,HUS226,1,55,0,5,570875,0,0,0,0,0,1,0,0,0,0,1,8,2,0.25,0,0,7,0.875,5,0.625,3,0.375,
HH310,HHQ310,IND2316,HUS305,1,60,0,0,168350,0,0,0,0,0,1,0,1,0,1,0,10,6,0.6,3,0.3,6,0.6,7,0.7,7,0.7,
HH311,HHQ311,IND2326,#N/A,1,65,0,0,153635,0,0,0,0,0,0,0,0,0,0,0,7,1,0.142857143,1,0.142857143,4,0.571428571,2,0.285714286,2,0.285714286,
HH312,HHQ312,IND2336,HUS468,1,56,0,7,344475,0,0,0,0,1,1,0,0,1,0,0,7,2,0.285714286,0,0,6,0.857142857,4,0.571428571,3,0.428571429,
HH313,HHQ313,IND2345,#N/A,0,64,0,0,55980,0,0,0,0,0,0,0,0,0,0,0,7,2,0.285714286,0,0,5,0.714285714,3,0.428571429,2,0.285714286,
HH314,HHQ314,IND2351,HUS004,1,46,0,0,177875,1,0,0,0,0,0,0,1,1,1,0,9,5,0.555555556,1,0.111111111,7,0.777777778,6,0.666666667,5,0.555555556,
HH315,HHQ315,IND2356,#N/A,1,29,0,6,67500,0,0,1,0,1,1,0,0,1,0,1,8,2,0.25,1,0.125,6,0.75,4,0.5,5,0.625,
HH316,HHQ316,IND2361,HUS481,1,42,0,4,283090,1,0,1,1,1,0,0,0,1,1,1,14,5,0.357142857,2,0.142857143,10,0.714285714,9,0.642857143,5,0.357142857,
HH317,HHQ317,IND2366,#N/A,1,60,0,10,327000,0,0,0,1,0,0,0,0,1,1,1,6,2,0.333333333,0,0,4,0.666666667,2,0.333333333,2,0.333333333,
HH318,HHQ318,IND2377,HUS128,1,48,0,0,234775,1,0,0,0,0,0,0,0,1,0,1,12,2,0.166666667,1,0.083333333,7,0.583333333,8,0.666666667,2,0.166666667,
HH319,HHQ319,IND2384,HUS380,1,63,0,5,228425,0,0,0,0,0,0,0,0,0,0,0,24,2,0.083333333,0,0,20,0.833333333,8,0.333333333,8,0.333333333,
HH320,HHQ320,IND2390,HUS264,1,32,0,9,294575,0,0,0,0,0,0,0,1,1,0,0,6,2,0.333333333,1,0.166666667,4,0.666666667,4,0.666666667,3,0.5,
HH321,HHQ321,IND2398,#N/A,1,65,0,0,260800,0,0,0,0,0,0,0,0,0,1,1,7,2,0.285714286,0,0,5,0.714285714,3,0.428571429,3,0.428571429,
HH322,HHQ322,IND2410,#N/A,1,53,0,10,355225,0,0,0,0,0,1,0,1,1,0,0,16,9,0.5625,1,0.0625,8,0.5,9,0.5625,9,0.5625,
HH323,HHQ323,IND2418,#N/A,1,43,0,5,135950,0,0,0,1,0,1,1,1,1,1,1,26,4,0.153846154,1,0.038461538,18,0.692307692,10,0.384615385,9,0.346153846,
HH324,HHQ324,IND2419,#N/A,1,69,0,1,313350,1,0,0,1,0,0,0,0,0,1,1,4,1,0.25,0,0,4,1,1,0.25,4,1,
HH325,HHQ325,IND2439,#N/A,1,64,0,1,187725,0,0,0,0,0,1,0,1,0,1,1,8,5,0.625,2,0.25,5,0.625,5,0.625,5,0.625,
HH326,HHQ326,IND2448,HUS416,1,54,0,0,367915,1,0,1,1,1,0,0,0,0,1,1,7,2,0.285714286,1,0.142857143,5,0.714285714,3,0.428571429,3,0.428571429,
HH327,HHQ327,IND2451,HUS043,1,38,0,7,145350,0,0,0,1,0,1,0,1,1,0,1,14,1,0.071428571,0,0,11,0.785714286,7,0.5,1,0.071428571,
HH328,HHQ328,IND2458,HUS111,1,60,0,1,403430,1,1,0,0,1,0,1,0,1,1,1,12,4,0.333333333,2,0.166666667,6,0.5,7,0.583333333,4,0.333333333,
HH329,HHQ329,IND2465,HUS213,1,55,0,2,355315,0,0,0,0,0,1,0,0,0,1,0,10,5,0.5,1,0.1,7,0.7,6,0.6,6,0.6,
HH330,HHQ330,IND2475,#N/A,1,53,0,0,250535,0,0,1,0,0,0,0,0,0,1,0,9,1,0.111111111,3,0.333333333,5,0.555555556,2,0.222222222,4,0.444444444,
HH331,HHQ331,IND2479,HUS013,1,48,0,1,223500,1,0,0,0,0,0,0,0,1,0,1,12,1,0.083333333,1,0.083333333,9,0.75,5,0.416666667,4,0.333333333,
HH332,HHQ332,IND2486,HUS222,1,31,0,9,373150,1,0,1,0,0,0,0,1,1,0,1,13,5,0.384615385,0,0,11,0.846153846,7,0.538461538,9,0.692307692,
HH333,HHQ333,IND2495,#N/A,1,68,0,0,234625,1,0,0,0,1,0,0,0,1,1,1,4,1,0.25,0,0,3,0.75,1,0.25,1,0.25,
HH334,HHQ334,IND2503,#N/A,1,54,0,0,192325,0,0,1,0,1,1,0,1,1,1,1,8,2,0.25,0,0,7,0.875,4,0.5,2,0.25,
HH335,HHQ335,IND2508,HUS033,1,32,0,7,144850,0,0,0,0,0,0,0,0,0,0,0,11,2,0.181818182,0,0,10,0.909090909,3,0.272727273,4,0.363636364,
HH336,HHQ336,IND2510,HUS138,1,57,0,0,238170,1,0,0,0,0,1,0,0,1,1,1,13,6,0.461538462,2,0.153846154,9,0.692307692,7,0.538461538,6,0.461538462,
HH337,HHQ337,IND2522,#N/A,1,61,0,2,285712,0,0,0,1,0,0,0,0,0,0,1,15,3,0.2,4,0.266666667,8,0.533333333,5,0.333333333,6,0.4,
HH338,HHQ338,IND2532,HUS246,1,30,0,9,143395,0,0,0,0,0,0,0,1,1,0,1,8,4,0.5,1,0.125,7,0.875,6,0.75,4,0.5,
HH339,HHQ339,IND2536,HUS484,0,39,0,9,289225,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,6,0.5,6,0.5,1,0.083333333,
HH340,HHQ340,IND2545,HUS174,1,61,0,0,198920,0,0,0,1,0,0,0,1,1,1,0,5,0,0,0,0,5,1,0,0,4,0.8,
HH341,HHQ341,IND2554,HUS288,1,58,0,3,318890,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0.285714286,4,0.571428571,2,0.285714286,1,0.142857143,
HH342,HHQ342,IND2559,HUS187,1,53,0,5,336565,1,1,0,0,1,0,0,1,0,1,1,10,5,0.5,3,0.3,6,0.6,5,0.5,5,0.5,
HH343,HHQ343,IND2580,HUS133,1,50,0,12,1296200,0,0,0,0,1,0,0,0,0,1,1,11,3,0.272727273,2,0.181818182,8,0.727272727,5,0.454545455,3,0.272727273,
HH344,HHQ344,IND2584,#N/A,1,51,0,8,250325,0,0,0,0,0,0,0,1,1,1,0,5,1,0.2,1,0.2,3,0.6,1,0.2,2,0.4,
HH345,HHQ345,IND2590,HUS182,0,52,0,0,180875,0,0,0,1,1,1,0,1,1,1,1,6,4,0.666666667,0,0,5,0.833333333,4,0.666666667,4,0.666666667,
HH346,HHQ346,IND2597,HUS434,1,33,0,0,72830,0,0,0,0,0,0,0,1,0,1,1,6,3,0.5,0,0,5,0.833333333,4,0.666666667,3,0.5,
HH347,HHQ347,IND2606,HUS014,1,62,0,2,354175,1,0,0,0,0,0,0,1,0,1,1,8,2,0.25,1,0.125,4,0.5,4,0.5,2,0.25,
HH348,HHQ348,IND2619,HUS424,1,63,0,0,145800,0,0,0,0,0,0,0,0,0,0,0,13,4,0.307692308,0,0,9,0.692307692,5,0.384615385,4,0.307692308,
HH349,HHQ349,IND2623,HUS012,1,42,0,5,161025,1,0,1,0,0,0,0,0,0,1,1,10,1,0.1,0,0,6,0.6,6,0.6,2,0.2,
HH350,HHQ350,IND2628,HUS464,0,42,0,9,357925,0,0,0,0,0,0,0,0,1,1,1,17,4,0.235294118,2,0.117647059,10,0.588235294,5,0.294117647,4,0.235294118,
HH351,HHQ351,IND2636,#N/A,0,53,0,1,533195,0,0,0,0,0,0,0,0,1,1,0,6,2,0.333333333,1,0.166666667,4,0.666666667,3,0.5,3,0.5,
HH352,HHQ352,IND2643,#N/A,1,55,0,0,241500,0,0,1,0,1,0,0,1,1,1,1,17,5,0.294117647,6,0.352941176,7,0.411764706,8,0.470588235,6,0.352941176,
HH353,HHQ353,IND2655,#N/A,1,49,0,0,245825,1,0,0,0,1,0,0,0,1,0,0,16,5,0.3125,0,0,10,0.625,9,0.5625,5,0.3125,
HH354,HHQ354,IND2660,HUS122,1,45,0,8,70845,0,0,0,0,0,0,0,1,0,0,0,12,2,0.166666667,1,0.083333333,5,0.416666667,6,0.5,2,0.166666667,
HH355,HHQ355,IND2671,#N/A,1,58,0,1,68300,1,0,1,0,1,0,0,1,1,0,1,8,4,0.5,0,0,7,0.875,7,0.875,4,0.5,
HH356,HHQ356,IND2673,HUS459,1,58,0,5,244400,0,0,0,0,0,0,0,1,0,0,1,11,2,0.181818182,2,0.181818182,6,0.545454545,9,0.818181818,2,0.181818182,
HH357,HHQ357,IND2681,#N/A,1,31,0,5,244770,0,0,0,0,0,0,0,0,1,0,1,12,5,0.416666667,3,0.25,6,0.5,7,0.583333333,5,0.416666667,
HH358,HHQ358,IND2692,HUS225,1,50,0,0,301240,0,0,0,0,0,1,0,0,1,1,1,7,1,0.142857143,1,0.142857143,5,0.714285714,3,0.428571429,2,0.285714286,
HH359,HHQ359,IND2696,#N/A,1,60,0,0,58325,0,0,0,0,1,1,0,0,0,0,1,4,1,0.25,0,0,2,0.5,2,0.5,1,0.25,
HH360,HHQ360,IND2712,#N/A,1,71,0,0,195435,0,0,0,0,0,1,0,0,1,0,1,10,5,0.5,2,0.2,7,0.7,5,0.5,5,0.5,
HH361,HHQ361,IND2717,HUS295,1,41,0,3,145100,1,0,0,0,0,1,0,0,1,1,1,10,5,0.5,1,0.1,8,0.8,7,0.7,5,0.5,
HH362,HHQ362,IND2727,HUS428,1,46,0,0,157550,1,0,0,0,0,1,0,0,1,0,1,18,7,0.388888889,0,0,11,0.611111111,10,0.555555556,8,0.444444444,
HH363,HHQ363,IND2732,HUS098,1,42,0,1,114425,0,0,0,0,0,1,0,1,1,1,1,13,4,0.307692308,2,0.153846154,10,0.769230769,9,0.692307692,8,0.615384615,
HH364,HHQ364,IND2736,HUS092,1,51,0,,150460,0,0,0,0,0,0,0,1,1,0,1,13,2,0.153846154,2,0.153846154,6,0.461538462,6,0.461538462,4,0.307692308,
HH365,HHQ365,IND2740,#N/A,1,49,0,5,103437,0,0,0,0,0,0,0,0,0,0,0,4,1,0.25,0,0,3,0.75,2,0.5,1,0.25,
HH366,HHQ366,IND2744,HUS322,1,56,0,0,242770,0,0,1,0,0,0,0,0,1,1,1,10,4,0.4,2,0.2,6,0.6,5,0.5,4,0.4,
HH367,HHQ367,IND2755,HUS170,1,47,0,0,80655,1,0,0,1,0,0,1,0,1,1,1,12,1,0.083333333,0,0,8,0.666666667,5,0.416666667,1,0.083333333,
HH368,HHQ368,IND2761,HUS442,1,42,0,4,117800,1,0,0,0,0,0,0,0,1,0,0,8,2,0.25,0,0,6,0.75,3,0.375,2,0.25,
HH369,HHQ369,IND2769,HUS480,1,42,0,8,154180,1,0,0,0,0,1,0,0,1,1,1,10,3,0.3,1,0.1,4,0.4,6,0.6,3,0.3,
HH370,HHQ370,IND2777,HUS460,1,48,0,10,122750,0,0,0,0,0,0,0,0,1,0,1,16,3,0.1875,1,0.0625,9,0.5625,9,0.5625,5,0.3125,
HH371,HHQ371,IND2794,HUS120,1,36,0,8,516895,1,1,0,0,0,0,0,1,0,1,0,10,3,0.3,0,0,7,0.7,4,0.4,4,0.4,
HH372,HHQ372,IND2797,#N/A,1,73,0,5,235820,0,0,0,0,0,0,0,0,0,1,0,7,4,0.571428571,2,0.285714286,5,0.714285714,4,0.571428571,4,0.571428571,
HH373,HHQ373,IND2819,#N/A,1,66,0,3,416250,0,0,0,1,0,1,0,0,1,1,1,7,4,0.571428571,0,0,6,0.857142857,4,0.571428571,4,0.571428571,
HH374,HHQ374,IND2826,HUS487,0,61,0,7,183425,0,0,0,0,0,0,0,0,1,1,1,12,6,0.5,4,0.333333333,6,0.5,7,0.583333333,6,0.5,
HH375,HHQ375,IND2835,HUS089,1,52,0,4,169850,1,0,0,0,0,0,0,0,1,0,1,15,0,0,2,0.133333333,9,0.6,8,0.533333333,1,0.066666667,
HH376,HHQ376,IND2839,#N/A,1,50,0,2,131025,1,0,0,0,0,0,0,0,0,1,0,11,1,0.090909091,1,0.090909091,5,0.454545455,2,0.181818182,3,0.272727273,
HH377,HHQ377,IND2844,HUS470,0,36,0,5,144305,0,0,0,0,0,0,0,0,1,0,1,9,3,0.333333333,1,0.111111111,6,0.666666667,5,0.555555556,3,0.333333333,
HH378,HHQ378,IND2849,#N/A,1,54,0,0,112105,0,0,0,0,0,0,0,1,1,1,1,13,1,0.076923077,1,0.076923077,5,0.384615385,5,0.384615385,4,0.307692308,
HH379,HHQ379,IND2862,#N/A,1,46,0,3,360540,0,1,0,0,0,0,0,0,0,0,0,8,1,0.125,1,0.125,5,0.625,2,0.25,2,0.25,
HH380,HHQ380,IND2874,#N/A,1,29,0,10,259425,1,0,1,0,0,0,0,0,0,0,1,11,1,0.090909091,0,0,9,0.818181818,3,0.272727273,4,0.363636364,
HH381,HHQ381,IND2889,#N/A,0,70,0,1,192740,1,0,0,1,0,0,0,1,1,0,0,13,2,0.153846154,1,0.076923077,10,0.769230769,4,0.307692308,5,0.384615385,
HH382,HHQ382,IND2898,HUS368,1,52,0,2,167070,1,0,0,0,0,0,0,0,1,1,0,15,1,0.066666667,1,0.066666667,11,0.733333333,5,0.333333333,7,0.466666667,
HH383,HHQ383,IND2901,HUS230,1,63,0,4,277470,1,0,0,0,0,0,0,0,1,1,1,14,4,0.285714286,1,0.071428571,11,0.785714286,6,0.428571429,7,0.5,
HH384,HHQ384,IND2911,HUS048,0,60,0,0,385750,0,0,0,0,0,0,0,0,0,0,0,8,2,0.25,0,0,7,0.875,5,0.625,2,0.25,
HH385,HHQ385,IND2927,HUS183,1,50,0,0,162095,1,0,0,0,0,1,0,1,1,0,1,9,1,0.111111111,1,0.111111111,7,0.777777778,6,0.666666667,2,0.222222222,
HH386,HHQ386,IND2935,#N/A,1,36,0,9,98885,0,0,0,0,0,0,0,0,1,1,0,10,5,0.5,0,0,3,0.3,7,0.7,5,0.5,
HH387,HHQ387,IND2940,HUS449,1,61,0,0,99260,0,0,0,1,0,0,0,0,1,1,1,8,3,0.375,1,0.125,6,0.75,5,0.625,3,0.375,
HH388,HHQ388,IND2945,HUS169,1,43,0,17,345725,0,0,0,0,0,0,0,0,1,1,0,11,1,0.090909091,4,0.363636364,4,0.363636364,5,0.454545455,1,0.090909091,
HH389,HHQ389,IND2959,HUS331,1,61,0,0,223150,1,0,0,0,0,0,0,0,1,1,0,7,1,0.142857143,1,0.142857143,5,0.714285714,5,0.714285714,3,0.428571429,
HH390,HHQ390,IND2965,HUS255,1,56,0,5,298245,0,0,0,0,1,1,0,1,1,0,0,12,0,0,2,0.166666667,5,0.416666667,0,0,2,0.166666667,
HH391,HHQ391,IND2968,HUS022,1,38,0,4,110180,1,0,0,1,0,0,0,1,1,0,1,6,1,0.166666667,0,0,5,0.833333333,3,0.5,2,0.333333333,
HH392,HHQ392,IND2972,HUS160,1,32,0,8,59595,1,0,0,0,0,0,0,0,0,1,1,12,5,0.416666667,1,0.083333333,8,0.666666667,6,0.5,6,0.5,
HH393,HHQ393,IND2979,HUS344,1,36,0,9,86220,0,0,0,1,0,1,0,1,1,1,0,13,2,0.153846154,2,0.153846154,8,0.615384615,9,0.692307692,2,0.153846154,
HH394,HHQ394,IND2989,#N/A,1,37,0,9,619975,0,0,0,0,0,0,0,0,0,1,0,10,2,0.2,1,0.1,6,0.6,4,0.4,2,0.2,
HH395,HHQ395,IND2997,HUS158,1,59,0,0,320345,1,0,0,1,0,0,0,1,1,0,0,9,3,0.333333333,0,0,8,0.888888889,3,0.333333333,3,0.333333333,
HH396,HHQ396,IND3007,HUS363,1,30,0,8,199325,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0,9,0.692307692,4,0.307692308,3,0.230769231,
HH397,HHQ397,IND3012,#N/A,1,55,0,5,507975,1,0,0,0,0,0,0,1,1,1,1,10,2,0.2,2,0.2,3,0.3,4,0.4,3,0.3,
HH398,HHQ398,IND3025,HUS441,1,72,0,0,273275,1,0,0,0,0,0,0,0,0,1,0,10,2,0.2,2,0.2,6,0.6,6,0.6,2,0.2,
HH399,HHQ399,IND3028,HUS356,1,61,0,0,141525,0,0,0,0,0,1,0,0,1,1,1,13,6,0.461538462,1,0.076923077,12,0.923076923,9,0.692307692,8,0.615384615,
HH400,HHQ400,IND3039,#N/A,1,43,0,0,187900,0,0,1,0,1,0,0,1,1,1,1,9,3,0.333333333,1,0.111111111,5,0.555555556,6,0.666666667,3,0.333333333,
HH401,HHQ401,IND3052,HUS349,1,54,0,0,315325,1,0,0,0,0,1,0,0,1,0,0,10,1,0.1,1,0.1,8,0.8,5,0.5,3,0.3,
HH402,HHQ402,IND3054,HUS003,1,63,0,8,344300,0,0,0,0,0,0,0,0,0,0,1,9,1,0.111111111,0,0,7,0.777777778,2,0.222222222,2,0.222222222,
HH403,HHQ403,IND3061,#N/A,1,42,0,5,310125,0,0,0,0,0,0,0,0,0,0,1,10,5,0.5,1,0.1,8,0.8,6,0.6,7,0.7,
HH404,HHQ404,IND3067,HUS328,0,44,0,0,151895,0,0,1,1,1,1,0,1,1,0,1,3,1,0.333333333,0,0,3,1,2,0.666666667,1,0.333333333,
HH405,HHQ405,IND3071,HUS094,1,73,0,5,278850,1,0,0,0,0,0,0,0,0,0,0,12,2,0.166666667,7,0.583333333,4,0.333333333,6,0.5,5,0.416666667,
HH406,HHQ406,IND3081,HUS311,1,29,0,8,244000,0,0,0,0,0,0,0,0,0,0,0,14,1,0.071428571,1,0.071428571,9,0.642857143,4,0.285714286,5,0.357142857,
HH407,HHQ407,IND3085,HUS336,1,46,0,0,276990,1,0,1,0,1,0,1,1,1,0,1,8,3,0.375,0,0,7,0.875,8,1,3,0.375,
HH408,HHQ408,IND3096,#N/A,1,62,0,0,385350,0,0,0,0,0,0,0,0,0,0,0,9,2,0.222222222,1,0.111111111,7,0.777777778,4,0.444444444,3,0.333333333,
HH409,HHQ409,IND3109,HUS141,1,28,0,7,117350,0,0,0,0,0,0,0,0,1,1,1,7,3,0.428571429,0,0,5,0.714285714,5,0.714285714,3,0.428571429,
HH410,HHQ410,IND3110,HUS263,1,50,0,2,235875,0,0,0,0,1,1,0,1,0,1,1,7,2,0.285714286,0,0,4,0.571428571,5,0.714285714,2,0.285714286,
HH411,HHQ411,IND3117,HUS208,1,58,0,5,503200,0,1,0,0,0,0,0,0,0,0,0,4,2,0.5,0,0,4,1,4,1,2,0.5,
HH412,HHQ412,IND3127,HUS188,1,42,0,8,261500,1,0,0,0,0,0,0,0,1,1,1,15,4,0.266666667,3,0.2,10,0.666666667,10,0.666666667,5,0.333333333,
HH413,HHQ413,IND3135,HUS316,1,32,0,1,100450,0,0,1,0,1,1,0,1,1,1,1,9,1,0.111111111,0,0,6,0.666666667,5,0.555555556,1,0.111111111,
HH414,HHQ414,IND3136,HUS439,1,48,0,0,235350,0,0,1,0,1,1,0,1,1,1,1,9,2,0.222222222,0,0,9,1,6,0.666666667,2,0.222222222,
HH415,HHQ415,IND3145,#N/A,1,42,0,9,61040,0,0,0,0,0,1,0,0,0,1,0,6,4,0.666666667,0,0,3,0.5,5,0.833333333,4,0.666666667,
HH416,HHQ416,IND3152,HUS146,1,61,0,2,270090,1,0,0,0,0,0,0,0,1,0,0,16,6,0.375,6,0.375,9,0.5625,10,0.625,10,0.625,
HH417,HHQ417,IND3158,HUS446,1,39,0,7,247925,1,0,0,0,0,0,0,1,0,1,1,8,4,0.5,1,0.125,5,0.625,6,0.75,5,0.625,
HH418,HHQ418,IND3167,#N/A,1,38,0,8,318550,0,0,1,0,0,0,0,0,1,0,0,11,2,0.181818182,2,0.181818182,3,0.272727273,4,0.363636364,3,0.272727273,
HH419,HHQ419,IND3175,#N/A,1,50,0,0,380740,0,0,0,0,0,0,0,0,1,1,0,13,3,0.230769231,0,0,6,0.461538462,8,0.615384615,3,0.230769231,
HH420,HHQ420,IND3178,HUS390,1,65,0,0,205325,1,0,0,0,0,1,0,1,1,1,0,7,4,0.571428571,0,0,6,0.857142857,5,0.714285714,4,0.571428571,
HH421,HHQ421,IND3191,HUS181,1,66,0,0,367780,1,0,0,0,0,1,0,1,1,1,0,3,2,0.666666667,1,0.333333333,2,0.666666667,3,1,2,0.666666667,
HH422,HHQ422,IND3203,HUS269,1,50,0,0,243825,1,0,0,0,1,0,0,1,1,0,0,11,4,0.363636364,5,0.454545455,4,0.363636364,5,0.454545455,8,0.727272727,
HH423,HHQ423,IND3209,HUS171,1,39,0,5,310520,1,0,0,0,1,0,0,0,1,0,1,10,1,0.1,1,0.1,6,0.6,5,0.5,1,0.1,
HH424,HHQ424,IND3215,HUS161,1,39,0,5,198050,1,0,0,0,0,0,0,1,1,1,1,7,2,0.285714286,2,0.285714286,4,0.571428571,4,0.571428571,4,0.571428571,
HH425,HHQ425,IND3225,HUS294,1,49,0,0,157850,0,0,1,0,1,1,0,1,1,0,1,8,4,0.5,2,0.25,5,0.625,6,0.75,5,0.625,
HH426,HHQ426,IND3226,HUS097,0,48,0,5,73280,1,0,0,0,1,0,0,0,1,1,1,14,3,0.214285714,0,0,11,0.785714286,6,0.428571429,4,0.285714286,
HH427,HHQ427,IND3234,HUS113,1,48,0,10,376025,0,0,0,0,0,0,0,1,1,1,1,15,2,0.133333333,1,0.066666667,8,0.533333333,10,0.666666667,4,0.266666667,
HH428,HHQ428,IND3243,HUS463,1,58,0,2,239840,1,0,0,0,0,0,0,0,0,0,1,13,1,0.076923077,0,0,11,0.846153846,6,0.461538462,4,0.307692308,
HH429,HHQ429,IND3244,HUS299,1,38,0,10,275365,0,0,0,0,0,0,0,1,0,0,0,9,5,0.555555556,4,0.444444444,4,0.444444444,5,0.555555556,7,0.777777778,
HH430,HHQ430,IND3251,HUS277,1,54,0,1,186300,0,0,1,0,0,0,0,0,1,0,1,16,3,0.1875,0,0,12,0.75,8,0.5,6,0.375,
HH431,HHQ431,IND3256,HUS341,0,42,0,3,334800,1,0,0,1,0,0,0,0,1,1,1,13,1,0.076923077,1,0.076923077,11,0.846153846,5,0.384615385,3,0.230769231,
HH432,HHQ432,IND3265,HUS166,1,58,0,9,483695,0,0,0,0,0,0,0,0,0,1,0,9,4,0.444444444,0,0,7,0.777777778,6,0.666666667,4,0.444444444,
HH433,HHQ433,IND3282,#N/A,1,71,0,0,265275,0,0,1,0,1,1,0,1,1,1,1,5,4,0.8,0,0,4,0.8,5,1,4,0.8,
HH434,HHQ434,IND3295,#N/A,1,66,0,0,245725,0,0,0,0,0,0,0,0,0,0,1,10,4,0.4,2,0.2,2,0.2,6,0.6,4,0.4,
HH435,HHQ435,IND3302,HUS419,1,34,0,6,228675,1,0,0,0,0,0,0,0,1,0,0,10,2,0.2,0,0,4,0.4,4,0.4,2,0.2,
HH436,HHQ436,IND3304,#N/A,1,49,0,2,169850,0,0,0,0,1,0,0,0,1,1,1,9,1,0.111111111,0,0,7,0.777777778,4,0.444444444,4,0.444444444,
HH437,HHQ437,IND3316,#N/A,1,72,0,0,228500,0,0,0,1,0,1,0,0,1,1,0,6,1,0.166666667,0,0,4,0.666666667,1,0.166666667,2,0.333333333,
HH438,HHQ438,IND3324,#N/A,1,33,0,8,214500,1,0,0,0,0,1,0,1,1,1,1,5,2,0.4,0,0,5,1,2,0.4,2,0.4,
HH439,HHQ439,IND3326,HUS379,0,55,0,0,402575,0,0,0,0,0,0,0,0,1,1,0,9,1,0.111111111,0,0,7,0.777777778,5,0.555555556,1,0.111111111,
HH440,HHQ440,IND3335,#N/A,1,62,0,3,391760,1,0,0,0,0,0,1,0,0,0,0,11,7,0.636363636,2,0.181818182,8,0.727272727,8,0.727272727,7,0.636363636,
HH441,HHQ441,IND3350,HUS216,0,46,0,3,203800,1,0,0,1,0,1,0,0,1,0,0,8,0,0,0,0,5,0.625,3,0.375,1,0.125,
HH442,HHQ442,IND3354,#N/A,0,35,0,0,90025,1,0,0,0,0,0,0,0,0,0,0,11,1,0.090909091,2,0.181818182,5,0.454545455,7,0.636363636,2,0.181818182,
HH443,HHQ443,IND3358,#N/A,1,42,0,12,223225,0,0,0,0,0,0,0,0,1,0,0,8,0,0,3,0.375,4,0.5,4,0.5,1,0.125,
HH444,HHQ444,IND3367,#N/A,1,56,0,0,263900,0,0,0,0,1,1,0,0,1,1,0,10,3,0.3,2,0.2,6,0.6,5,0.5,6,0.6,
HH445,HHQ445,IND3374,HUS106,1,29,0,8,480415,1,0,1,1,0,0,0,0,0,1,0,10,2,0.2,0,0,5,0.5,3,0.3,5,0.5,
HH446,HHQ446,IND3382,HUS162,1,72,0,0,181390,0,0,0,0,0,0,0,0,1,1,1,13,5,0.384615385,1,0.076923077,8,0.615384615,9,0.692307692,6,0.461538462,
HH447,HHQ447,IND3391,HUS078,0,39,0,9,249850,0,0,0,1,0,0,0,0,0,0,0,3,1,0.333333333,0,0,3,1,2,0.666666667,1,0.333333333,
HH448,HHQ448,IND3400,HUS403,1,68,0,0,237965,0,0,0,0,0,0,0,0,1,1,1,7,5,0.714285714,0,0,6,0.857142857,6,0.857142857,5,0.714285714,
HH449,HHQ449,IND3405,#N/A,1,33,0,10,249150,0,0,1,0,0,0,0,0,0,1,1,9,3,0.333333333,4,0.444444444,4,0.444444444,5,0.555555556,4,0.444444444,
HH450,HHQ450,IND3410,#N/A,1,62,0,0,213950,0,0,1,0,0,0,0,0,0,0,1,18,3,0.166666667,5,0.277777778,5,0.277777778,5,0.277777778,7,0.388888889,
HH451,HHQ451,IND3421,#N/A,0,37,0,10,199625,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0.333333333,3,0.5,0,0,1,0.166666667,
HH452,HHQ452,IND3423,HUS131,1,68,0,1,264110,1,0,1,0,0,0,0,0,0,0,0,5,2,0.4,0,0,3,0.6,2,0.4,2,0.4,
HH453,HHQ453,IND3442,#N/A,1,66,0,3,373600,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0.4,3,0.6,3,0.6,0,0,
HH454,HHQ454,IND3447,#N/A,1,33,0,5,47830,1,0,1,0,1,0,0,0,0,0,1,5,2,0.4,0,0,4,0.8,3,0.6,2,0.4,
HH455,HHQ455,IND3455,#N/A,1,60,0,0,59655,0,0,0,0,0,0,0,0,0,0,1,11,3,0.272727273,2,0.181818182,7,0.636363636,5,0.454545455,4,0.363636364,
HH456,HHQ456,IND3460,#N/A,1,57,0,0,243750,0,1,0,1,0,1,0,1,0,0,1,5,2,0.4,0,0,4,0.8,3,0.6,2,0.4,
HH457,HHQ457,IND3467,#N/A,1,29,0,8,246975,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0.75,2,0.25,0,0,
HH458,HHQ458,IND3472,HUS076,1,28,0,5,73895,0,0,1,0,0,1,0,1,0,0,0,10,5,0.5,0,0,6,0.6,7,0.7,5,0.5,
HH459,HHQ459,IND3475,HUS490,1,43,0,8,165195,0,0,0,0,0,0,0,1,1,0,1,13,8,0.615384615,7,0.538461538,4,0.307692308,10,0.769230769,9,0.692307692,
HH460,HHQ460,IND3486,#N/A,1,70,0,0,273925,1,0,0,0,0,0,0,0,0,1,0,7,3,0.428571429,0,0,3,0.428571429,3,0.428571429,4,0.571428571,
